name,country,555bf
Ciarán Beahan,Ireland,215
Heng Wang (王衡),China,213
Chester Lian,Malaysia,212
Hippolyte Moreau,France,212
Max Day,United Kingdom,211
Yikang Xie (谢轶康),China,211
Taku Yanai (矢内拓),Japan,210
Simon Shimel,USA,210
Artem Melikian (Артем Мелікян),Ukraine,210
James Hildreth,USA,209
Kotaro Terada (寺田晃太朗),Japan,208
Yulia Kamaltdinova,Russia,208
Fazhen Wu (吴法臻),China,208
Zeshaan Khokhar,Australia,207
Riley Woo,USA,207
Chun Lin (林春),China,207
Karthikeyan Eswaran,India,207
Shuhei Omura (大村周平),Japan,206
Stanisław Szyszka,Poland,206
Mason Langenderfer,USA,204
Corey Sakowski,USA,204
Mohammad Ibnu Sabilillah,Indonesia,204
Robin Michaud,France,202
José David Castiblanco Marin,Colombia,202
Thomas Lehéricy,France,201
Robert Paus,Germany,201
Michal Málek,Czech Republic,201
Wilhelm Kilders,Germany,201
Timo Forsthofer,Germany,201
Yunke Zhang (张云柯),China,200
Rami Sbahi,USA,200
Tim Wong,USA,200
Yongtao Sun (孙永涛),China,200
Taha Ben Salah,Tunisia,200
Ishaan Agrawal,USA,200
Jun Xu (徐俊),China,198
Chunyu Zhang (张春雨),China,198
Hongbin Chang (常宏彬),China,197
Gonzalo Orellana Barrasa,Spain,196
Vladimir Korovin,Russia,196
Joey Stahl,USA,194
Conor Cronin,South Africa,193
M Aashrit Krishna Sankaran,India,192
Rodrigo Pueblas Núñez,Spain,191
Yu Nakajima (中島悠),Japan,191
Cendy Cahyo Rahmat,Indonesia,190
Christopher Olson,USA,188
Akira Misawa (三沢昂),Japan,187
Raquel Mendivelso,Colombia,187
Matěj Mužátko,Czech Republic,187
Aidan Sleavin,USA,186
Marcell Endrey,Hungary,185
Angel Lim,USA,185
Ben Zoller,USA,185
Han Dong-Hee (한동희),Korea,184
Aldo Feandri,Indonesia,183
Jadd Virji,United Kingdom,183
Mark Yarovoi (Марк Яровой),Ukraine,183
Marcel Peters,Germany,182
John Allums,USA,180
Zhiyuan Ma (马之元),China,179
Parker Powell,USA,178
Bartłomiej Sordyl,Poland,178
Javier Tirado Ortiz,Spain,178
Axel Häck,Germany,177
Julian David,Canada,177
Siva Shanmukh Vetcha,India,177
Yunsu Nam (남윤수),Korea,177
Howie Craig,USA,176
Zach Emery,USA,175
Ben Ridley,United Kingdom,175
Ivo Bakker,Netherlands,175
Yuji Suse (巣瀬雄史),Japan,174
Sergio Torrijos Santano,Spain,173
Moanish C. S. Barathiar,India,173
Vladimir Zhuravlev,Russia,173
Prashanth Rebala,India,172
Fritz Löhr,Germany,172
Piotr Janecki,Poland,170
Zhizhe Liang (梁稚喆),China,170
Ryo Kozawa (小澤諒),Japan,170
Jia Zeng (曾嘉),China,170
Radosław Drozdowicz,Poland,168
Matteo Colombo,Italy,168
Vivek Prasad Mada,India,168
Max Hilliard,USA,167
AJ Blair,USA,166
Yuto Hayaki (早木悠斗),Japan,166
Lucas Wesche,Germany,165
Aleksander Wellinski,Poland,165
Xiaobo Hou (侯晓博),China,164
Tomasz Tokarski,Poland,164
Patrick Kern,Germany,163
Maarten Smit,Netherlands,162
Jakob Kogler,Austria,162
Qingbin Chen (陈庆斌),China,161
Evan Brown,USA,161
Sydney Weaver,USA,161
Wojciech Szatanowski,Poland,161
Felix Lee,USA,161
Branko Kobal,Slovenia,160
Denys Lazarenko (Денис Лазаренко),Ukraine,160
Alexander Gorchackov,Russia,160
Michael Young,USA,159
Jonathan Midjord Shapira,Denmark,159
Ivan Zabrodin,Russia,159
Mimmi Leckius,Sweden,159
Henrik Olsson,Sweden,158
Kyra Joiner,USA,158
Jiacheng Peng (彭家诚),China,157
Nick Vu,USA,157
Harish Chandramouleeswaran,India,157
Ha Min Oh (오해민),Korea,157
François Courtès,France,157
Dan Sarnelli,USA,156
Daniel Kottenstette,USA,156
Vojtěch Dvořák,Czech Republic,155
Cristina Orenes Conesa,Spain,155
Yumu Tabuchi (田渕雄夢),Japan,154
Shiori Sato (佐藤詩織),Japan,154
Gilberto Caracciolo Morelli,Brazil,153
Cyril Barigand,Belgium,153
Jinzheng Li (李金铮),China,153
Marcin Zalewski,Poland,151
Zhaoli Zheng (郑召利),China,150
Zane Carney,Australia,150
Anthony Hsu,USA,150
Arvis Tilgalis,Latvia,150
Sanae Omyo (大名佐苗),Japan,149
Arrik Leman,USA,148
Lucas Garron,Germany,148
Yusuke Morikawa (森川裕介),Japan,147
Luis Davila,USA,147
Alessandro Solito,Italy,147
Shubhayan Kabir,India,147
Axel Brisse,France,147
Didiet Aditya Bayu Kusuma,Indonesia,147
Daniel Sheppard,United Kingdom,146
Hisashi Fukai (深井寿),Japan,145
Sei Sugama (洲鎌星),Japan,144
Yuxin Wang (王宇欣),China,144
Lars Vennike Nielsson,Denmark,144
Timothy Sun,USA,144
Martin Zamudio Lemus,Mexico,143
Rodrigo Zarate,Peru,142
Muhammad Iril Khairul Anam,Indonesia,142
Clément Gallet,France,140
Kai Jiptner,Germany,139
Janne Lehtimäki,Finland,139
Riadi Arsandi,Indonesia,139
Wenshun Zhou (周文舜),China,139
Nicolas Fitzgerald Muñoz Herrera,Colombia,138
Kui-Yo Chen (陳奎佑),Taiwan,137
Robert Yau,United Kingdom,137
Zhongguang Que (阙忠光),China,137
Akula Pavan Kumar,India,137
Anton Krokhmal (Антон Крохмаль),Ukraine,137
Chris Wall,United Kingdom,136
Artem Savosik,Belarus,135
Pierre Bouvier,France,135
Asa Kaplan,USA,135
Jianyu Que (阙剑宇),China,134
Qirun Zhong (钟奇润),China,134
Billy Jeffs,United Kingdom,134
Dan Cohen,USA,134
Ilham Fikriya Darmawan,Indonesia,132
Arvid Skarrie,Sweden,131
Tomoki Kubo (久保友樹),Japan,131
Hong Zhang (张宏),China,131
Rafał Guzewicz,Poland,131
Micael Boulet,Canada,131
Jiawen Wu (吴嘉文),China,130
Jong-Ho Jeong (정종호),Korea,130
Bernett Orlando,India,130
Hung Lo (羅鴻),Taiwan,129
Ben Whitmore,United Kingdom,128
Aan Candra Nugroho,Indonesia,128
Moritz Karl,Germany,128
Shintaro Nishijo,Japan,128
Ralph Eikelenberg,Netherlands,127
Jason Baum,USA,127
JP Bulman,USA,126
Mo Ji (季默),China,126
Mao-te Hsieh (謝茂德),Taiwan,126
Adam Lärkeryd,Sweden,126
Oleksii Bessonov (Олексій Бессонов),Ukraine,125
Hampus Hansson,Sweden,125
Alexey Oblaukhov,Russia,124
Alex Cook,USA,123
Adam Ahmad,USA,123
Anton Rostovikov,Russia,122
Denys Zhytnyk (Денис Житник),Ukraine,122
Thomas Müller,Germany,122
Kieran Cavanagh,USA,122
Fakhri Raihaan,Indonesia,122
Alex Ozer,USA,122
Dragan Okanović,Serbia,122
Casarengga,Indonesia,121
Ville Seppänen,Finland,121
Tim Habermaas,Germany,121
Cornelius Dieckmann,Germany,120
Tomasz Korzeniewski,Poland,120
