name,avgs,bpas,ratio
Jason White,30,4,1.027
Reinier Schippers,42,8,1.027
Nicolas Harper,25,5,1.027
Malte Ihlefeld,53,12,1.027
Timo Norrkniivilä,21,2,1.027
Matteo Dummar,13,1,1.027
Gael Augusto Lapeyre,23,3,1.027
Anthony Lafourcade,22,5,1.027
Zachary White,50,14,1.027
Piotr Kuchta,20,4,1.027
Stefan Stoiber,17,3,1.027
Akula Pavan Kumar,41,9,1.027
Timo Günthardt,11,1,1.027
Feliks Zemdegs,87,19,1.027
Jiashun Wu (吴嘉顺),14,4,1.027
Lee Chiang (蔣礪),13,4,1.027
Magdalena Pabisz,51,10,1.027
Sydney Weaver,18,2,1.027
Jiawei Wu (伍嘉维),20,2,1.027
Ivan Terekh,32,2,1.027
Scott McGowan,12,2,1.027
Miquéias Dantas dos Santos,11,1,1.027
Antonio López,25,5,1.027
Maximilian Deimel,26,4,1.027
Erik Akkersdijk,84,15,1.027
Justin Choi,13,0,1.027
Swaminathan Chandrasekaran,14,4,1.027
Sebastian Alanen,15,6,1.027
Edward Vakula,12,3,1.027
Thompson Clarke,38,10,1.027
John Gaynor,12,1,1.027
James Hildreth,66,13,1.027
Axel Brisse,23,4,1.027
Federico da Fonseca,26,3,1.027
Magnus Søndergaard Byrne,36,7,1.027
Manuel Guse,12,1,1.027
Laura Holzhauer,42,8,1.027
Luca Brasini,14,1,1.027
Dylan Hughlett,19,1,1.027
Pau Vela García,54,7,1.027
Alexander Olleta del Molino,80,16,1.027
Fanny Pousset,26,2,1.027
Mattia Furlan,35,6,1.027
Clay Moore,12,1,1.027
Leonid Palchenko (Леонід Пальченко),11,1,1.027
James Macdiarmid,82,13,1.027
Juan Pablo Huanqui,99,13,1.027
Arnav Arora,15,2,1.027
Jiyang Xu (徐继扬),21,3,1.027
Alexey Yarygin,31,8,1.028
Nikhil Soares,49,9,1.028
Derek Kong,13,1,1.028
Max Xiong (熊锐明),18,3,1.028
Vadym Hruden (Вадим Грудень),14,1,1.028
Hubert Firek,16,2,1.028
Joaquín Infante Medrano,17,5,1.028
Sameer Sethuram,13,3,1.028
Ishaan Bhattacharyya,11,2,1.028
Diego Alejandro Casas Jimenez,51,10,1.028
Javier López Fernández,25,1,1.028
Stanley Chapel,63,13,1.028
Étienne Aubry,12,2,1.028
Cormac Farrell,28,6,1.028
Brandon Nunez,19,3,1.028
Yu-Kai Chen (陳宇楷),30,1,1.028
Adrian Ismael Sirpa Pinto,28,4,1.028
Aniketh Arya,16,2,1.028
Soham Adarkar,12,0,1.028
Parker Trager,13,1,1.028
Marek Dąbrowski,12,2,1.028
Karol Piskorek,14,2,1.028
Daniel Greigg,17,2,1.028
Knut Skaug Haraldsen,14,4,1.028
Malte Oliver Bøgh Kjøller,19,3,1.028
Alessandro Nicolì,18,3,1.028
Tzu-Han Hung (洪梓菡),11,3,1.028
Riley Dexter,30,1,1.028
Magne Njå,13,3,1.028
Alexey Kislovskiy,12,1,1.028
Edward Hollingdale,11,0,1.028
Madhav Singh,17,1,1.028
Stephen Griggs,52,9,1.028
Hassan Khanani,35,5,1.028
Grigoriy Barashkin,12,3,1.028
Lorenzo Mauro,30,2,1.028
Szymon Brzana,16,1,1.028
Nicolás Irenco Peña Henríquez,16,3,1.028
Palaash Goel,15,3,1.028
Matthew Prestwich,20,1,1.028
Yifan Wang (王逸帆),12,3,1.028
Ethan Pan,13,2,1.028
Oscar Nieto,63,3,1.028
Abhi Gawande,29,3,1.028
Serhii Koksharov (Сергій Кокшаров),21,1,1.028
Michał Tomański,26,4,1.028
Patrick Hetco,23,3,1.028
Alan Goasdoue,13,1,1.028
Lukas Pohořelický,16,1,1.028
Elias Fischer,15,4,1.028
Yunqi Ouyang (欧阳韵奇),66,8,1.028
Dongyun Yin (殷冬昀),14,1,1.028
Miłosz Gdula,15,3,1.028
Melissa Su,12,1,1.028
Lasse Korbanka,16,4,1.028
Kim Jokinen,19,2,1.028
Hunor Bózsing,51,7,1.028
Dmitry Zvyagintsev,22,4,1.028
Nathaniel Berg,52,6,1.028
Liam Orovec,18,3,1.028
Taylor Cookmeyer,32,6,1.028
Fabio Schwandt,59,10,1.028
Vladislav Kaminskiy,30,7,1.028
