name,avgs,bpas,ratio
Jong-Ho Jeong (정종호),37,3,1.041
Leon Achata,20,3,1.022
David Beugnon,14,3,1.041
Gerson Marcelo Nuñez Huanuiri,13,3,1.02
Gabriel Barrios,24,3,1.032
Erik Bryland,13,3,1.031
Owen Widdis,39,3,1.032
Javier Tovar Castro,18,3,1.032
Manuel Ernesto Torres Vega,13,3,1.032
Nox Clémenceau,36,3,1.031
Diego Trujeque,25,3,1.029
Sarah Strong,42,3,1.039
Christian Goñi,17,3,1.033
Achmad Rizki Zakaria,20,3,1.032
Nicolás Sánchez,28,3,1.032
Mihai Căpăţinescu,33,3,1.032
Mulun Yin (阴目仑),28,3,1.03
Thomas Sonnenberg Jarner,20,3,1.038
Daniel Antonio Garcia Montenegro,11,3,1.032
Niko Paavilainen,22,3,1.04
Jason Ostdiek,14,3,1.03
Damir Zhanataev (Дамир Жанатаев),16,3,1.032
Hubert Hanusiak,16,3,1.031
Dhruv Suresh,13,3,1.022
Cel Adriane Lalo,14,3,1.031
Luboš Bartík,15,3,1.02
Francisco Hamlin,32,3,1.033
Konstantin Jaehne,15,3,1.02
Zhao Wang (王钊),11,3,1.032
Alex Maass,21,3,1.038
Lining Wang (王立宁),11,3,1.033
Mohammad Ibnu Sabilillah,17,3,1.019
Samuel Klingström,11,3,1.025
Firstian Fushada (符逢城),27,3,1.022
Cezary Mach,14,3,1.032
Chenxiao He (何辰骁),32,3,1.029
Xiaobin Rui (芮晓彬),16,3,1.022
Joseph Briggs,13,3,1.031
Urho Kinnunen,16,3,1.029
Ari Randers-Pehrson,11,3,1.022
Bruno Fonsêca Coelho Lima,24,3,1.033
Sei Sugama (洲鎌星),16,3,1.033
Ben Kirby,18,3,1.039
Luca Rizzi,19,3,1.033
Celine Tran,15,3,1.021
Anatoly Kim,27,3,1.033
Laura Ohrndorf,20,3,1.04
Sebastian Werb,16,3,1.032
Can Gücüyener,13,3,1.022
Thomas Valles,15,3,1.021
Théo Paris,14,3,1.031
Kailong Li (李开隆),16,3,1.03
Matthew Lee,14,3,1.04
Ray Bai,31,3,1.033
Drew Brads,19,3,1.03
Joe Ewbank,21,3,1.031
Juan Camilo Vargas,23,3,1.033
Sheng Cao (曹晟),43,3,1.031
Zijia Feng (冯子甲),20,3,1.032
Krish Shah-Nathwani,31,3,1.03
Juan David Carmona Vásquez,19,3,1.03
Ilya Nazarov,19,3,1.031
Kuo-Hau Wu (吳國豪),15,3,1.022
Vincent Colin,11,3,1.019
Rubén López de Juan,16,3,1.038
Lang Yuan (袁朗),11,3,1.031
James Gonsalves,22,3,1.021
Alexey Zharikov,29,3,1.031
Raphael Riener,13,3,1.031
Taras Voitovych (Тарас Войтович),11,3,1.019
Xingkai Yin (尹星凯),34,3,1.031
Jonathan Tan Wei Xiat,25,3,1.021
Paris Dorn,20,3,1.04
Mark Ostrom,17,3,1.021
Felipe Rueda Hernández,34,3,1.03
Velidi Venkata Jagan Mohana Murali Krishna,26,3,1.021
Joonas Silvennoinen,55,3,1.032
Alessio Giuliano,20,3,1.033
Mark Boyanowski,47,3,1.031
Neel Gore,18,3,1.041
Akshaansh Chilakapati,15,3,1.031
Seyyed Mohammad Hossein Fatemi (سید محمد حسین فاطمی),11,3,1.022
Kristiāns Pietkuns,15,3,1.022
Arvid Sandström,14,3,1.019
Yuchen Huang (黄禹尘),25,3,1.03
Edrian Oralde Tepait,16,3,1.041
Abhishek Sathyanarayanan,22,3,1.041
Thomas Schmidt,25,3,1.011
Zhongyu Zheng (郑仲宇),14,3,1.031
David Arzamastsev,19,3,1.041
Tyler Howlett,26,3,1.031
Freddy Fernández Córdova,12,3,1.014
Finn Trass,19,3,1.031
Lucas O'Connell,32,3,1.038
Clyde Dencer Tutor,12,3,1.033
Will Belote,11,3,1.013
Isaac Myers,17,3,1.03
Oliver Wheat,12,3,1.019
Fedor Abaev,15,3,1.033
Ting Sheng Bao Yang,45,3,1.032
Manfred Siew Ee Sheng (蕭奕晟),21,3,1.03
Bautista Bonazzola,32,3,1.033
Bálint Bodor,21,3,1.034
Joel Lundström,28,3,1.029
Wenhao He (贺文浩),23,3,1.034
Jiyang Xu (徐继扬),21,3,1.027
Robbie Villarica,14,3,1.024
Max Xiong (熊锐明),18,3,1.028
Vladyslav Hryniuk (Владислав Гринюк),19,3,1.037
Andrey Lopez Rodríguez,12,3,1.017
Tomohiro Kobayashi (小林知広),25,3,1.026
Sameer Sethuram,13,3,1.028
Pessi Ansaranta,32,3,1.037
Zachary Ochs,23,3,1.025
Peder Steen Henriksen,11,3,1.024
Vishwa Sankar,22,3,1.035
Viljo Elo,20,3,1.025
Brandon Nunez,19,3,1.028
Yi-Fan Wu (吳亦凡),26,3,1.034
Jackey Zheng,22,3,1.043
Mattias Uvesten,42,3,1.037
Vito Kosasih (高耀梁),17,3,1.016
Thaynara Santana de Oliveira,22,3,1.052
Jules Desjardin,40,3,1.038
Arnaud van Galen,23,3,1.026
Malte Oliver Bøgh Kjøller,19,3,1.028
Alessandro Nicolì,18,3,1.028
Tzu-Han Hung (洪梓菡),11,3,1.028
Magne Njå,13,3,1.028
Angel Jesus Panebra Rodriguez,28,3,1.043
Mark Bennis,27,3,1.035
Grigoriy Barashkin,12,3,1.028
Shonathon Collins,17,3,1.025
Leo Guernion,15,3,1.026
Nicolás Irenco Peña Henríquez,16,3,1.028
Ben Zwicky,12,3,1.036
Vladislav Kozhin,22,3,1.037
Aziz Boussarsar,19,3,1.043
Gael Augusto Lapeyre,23,3,1.027
Ivan Krueger,14,3,1.024
Seung Hyuk Nahm (남승혁),18,3,1.027
Yu-Hsuan Chang (張祐瑄),11,3,1.027
Wayne Pi,14,3,1.024
Stian Nystad Østli,13,3,1.024
Chenxi Shan (单晨曦),12,3,1.017
Vaishnav Nitesh,16,3,1.037
Jinseo Hong,13,3,1.027
Chris Deng,16,3,1.035
Wojciech Fydrych,11,3,1.027
Huan Yuan (袁欢),14,3,1.024
Mahith Bandi,24,3,1.047
Brady Metherall,30,3,1.026
Renzo Rodriguez Moreno,28,3,1.035
Mok Man Kit (莫文傑),31,3,1.035
Sean Skinner,14,3,1.048
Raphaël Pihet,14,3,1.024
Stefan Stoiber,17,3,1.027
Martin Kraut,16,3,1.017
Yu Nakajima (中島悠),12,3,1.017
Emily Wang,13,3,1.017
Caio Hideaki Sato,22,3,1.035
Hill Pong Yong Feng,20,3,1.024
Edward Vakula,12,3,1.027
Rafael Felipe Cordoba,18,3,1.026
Bingliang Li (李炳良),14,3,1.018
Sripad Sarma Katrapati,20,3,1.045
Federico da Fonseca,26,3,1.027
Chun-Yu Yang (楊竣宇),16,3,1.024
Adam Marcellus Kelly,13,3,1.045
Palaash Goel,15,3,1.028
Takahiro Tomisawa (富沢隆広),17,3,1.025
Yifan Wang (王逸帆),12,3,1.028
Ethan Davis,51,3,1.023
Aleksandr Beznogov,35,3,1.034
Gaurav Taneja,29,3,1.038
Tyler Robinson,32,3,1.029
Amir Murzakarimov (Амир Мурзакаримов),12,3,1.029
Julian Sico,11,3,1.034
Daniel Jamrużka,12,3,1.029
Dominik Pasztetnik,17,3,1.025
Jonathan Esparaz,24,3,1.029
Will Cerne,11,3,1.026
Eddy Deturche,20,3,1.018
Abdelhak Kaddour,24,3,1.029
Muhammad Ammar Aufa B. Rosman,13,3,1.018
Luis Sinhue Medina Salas,29,3,1.026
Don Angelo Joson,13,3,1.023
William Gan Wei Ren (颜伟仁),29,3,1.023
Fred Lang,20,3,1.026
Ethan Rusnak,14,3,1.025
