name,avgs,bpas,ratio
Jr-Wei Jang (張智瑋),110,11,1.048
Igor Tarasov,52,11,1.044
Anish Rajesh,70,11,1.052
Marcos Ameijeiras Moreno,60,11,1.042
Richard Delacoste,86,11,1.052
Linus Frész,126,11,1.055
Marcin Kowalczyk,71,11,1.041
Justin Adsuara,65,11,1.053
Ross Svensson-Hornbostel,54,11,1.042
İskender Aznavur,45,11,1.056
Lucas Wesche,59,11,1.049
Ace Djun T. Aguirre Jr.,36,11,1.041
Elian Beguec,71,11,1.043
Christopher Chi,85,11,1.058
Artur Kristof,78,11,1.051
Diwen Xu (许帝文),44,11,1.03
Rodrigo Zarate,60,11,1.046
Fabian Auroux,96,11,1.046
Yu Gu (谷雨),34,11,1.03
Gaël Dusser,76,11,1.062
Tanzer Balimtas,74,11,1.042
Malte Ihlefeld,93,11,1.047
Tomáš Zatroch,49,11,1.047
Collin Burns,103,11,1.049
Steven Xu,48,11,1.047
Christopher Yen,66,11,1.041
Fritz Löhr,41,11,1.04
Thomas Schmidt,85,11,1.053
Yuhao Deng (邓宇豪),62,11,1.032
Fubo Wang (王富博),67,11,1.04
Mihai Căpăţinescu,70,11,1.047
Jonathan Hamstad,62,11,1.043
Erwan Kohler,64,11,1.045
Tommy Szeliga,109,11,1.055
Alexander Botz,66,11,1.043
Leandro Vasconcellos Alleoni,34,11,1.046
Hannah Minas,63,11,1.062
Kit Clement,125,11,1.056
Paul Mahvi,108,11,1.051
Quinten Andelhofs,41,11,1.043
Fredrik Trondhjem,66,11,1.047
Daniël Kassab,58,11,1.039
Kavin Tangtartharakul,44,11,1.039
Ivan Zabrodin,89,11,1.046
Mason Langenderfer,83,11,1.045
Dan Dzoan,90,11,1.039
Chester Lian,62,11,1.053
Mark Boyanowski,68,10,1.042
Yibo Wang (王奕博),61,10,1.043
Yuxuan Chen (陈雨璇),78,10,1.046
Alejandro Aguado Barahona,52,10,1.046
Kymberlyn Calderon,56,10,1.054
Tommaso Zoffoli,41,10,1.061
Raúl Low Beattie,33,10,1.042
Sean Hartman,69,10,1.042
Joe Linehan,36,10,1.054
Reinier Schippers,89,10,1.062
Mario Laurent,81,10,1.05
Cameron Stollery,97,10,1.058
Oliver Fritz,93,10,1.053
Will Newhoff,63,10,1.046
Ray Bai,67,10,1.049
Krish Shah-Nathwani,57,10,1.055
Kevin Hays,85,10,1.055
Sinpei Araki (荒木慎平),56,10,1.067
Dmitry Kryuzban,72,10,1.049
Rasmus Stub Detlefsen,68,10,1.048
Pedro Miranda Moreira,38,10,1.049
Aharon Campoli Tono,43,10,1.052
Piotr Tokarski,89,10,1.054
Felipe Gregorio De Araujo Jardim,57,10,1.054
Alex Chen,35,10,1.041
Gabriel Dechichi Barbar,77,10,1.05
Mok Man Kit (莫文傑),79,10,1.047
Ivan Li Ka Leong (李嘉亮),68,10,1.051
Zheng Li (李政),39,10,1.037
Lukas Shelley,54,10,1.049
Pablo Say,71,10,1.06
Wendel Rocha de Oliveira,51,10,1.051
Kristopher De Asis,59,10,1.047
Mattheo de Wit,34,10,1.037
Ethan Pride,69,10,1.041
Magdalena Pabisz,50,10,1.04
Arnav Arora,58,10,1.038
Jakob Gunnarsson,79,10,1.048
Janelle Tin,43,10,1.033
Kevin Matthews,71,10,1.052
Ryan DeLine,66,10,1.065
Daniel Rose-Levine,121,10,1.055
Sergi Sabat,60,10,1.053
John Brechon,102,10,1.048
Artem Melikian (Артем Мелікян),75,10,1.05
Nora Christ,67,10,1.059
Tee Kai Yang,37,10,1.039
Chia-Wei Lu (呂家維),101,10,1.051
Michel Ye,42,10,1.039
Tim Wong,77,10,1.045
Martin Fronescu,48,10,1.038
Mateusz Śliż,48,10,1.047
Rubén Moreno Martinez,58,10,1.051
Ivan Vynnyk (Іван Винник),76,10,1.051
Ting Sheng Bao Yang,119,10,1.046
Victor Chenu,58,10,1.044
Andrii Chernichko (Андрій Черничко),47,10,1.039
Pavan Ravindra,85,10,1.052
Jason Bilgrei,57,10,1.048
Matthew Dickman,63,10,1.069
Pavel Galaktionov,101,10,1.046
Oscar Alberto Ceballos Contreras,73,10,1.057
Artem Ganzha,57,10,1.042
Alexis Rodrigo Cazu Mendoza,79,10,1.045
Rodrigo Pueblas Núñez,63,10,1.043
Anatoly Kim,53,10,1.039
Aneurin Hunt,49,10,1.061
Will Callan,76,10,1.053
Mohamed Ben Driss Chokri,48,10,1.044
Jesus Eduardo Leiva Ramos,64,10,1.04
Elvin Thorsen,71,10,1.051
Hugo Spitz,66,10,1.041
Daniel Escobar,52,10,1.039
Amos Nordman,65,10,1.049
Stanley Chapel,91,10,1.051
Olli Vikstedt,50,10,1.057
Aryan Kejriwal,57,9,1.067
Kai-Wen Wang (王楷文),59,9,1.049
Andy Tsao,63,9,1.049
Yuxuan Guo (郭雨轩),44,9,1.039
Amelie Dieterich,56,9,1.06
Michał Krasowski,75,9,1.048
Shonathon Collins,69,9,1.058
Matheus Barbosa de Miranda,36,9,1.071
Michał Wojcieszek,53,9,1.05
Lucas Déglise,99,9,1.04
Tim Major,68,9,1.051
Kunaal Parekh,40,9,1.041
Fazhen Wu (吴法臻),54,9,1.043
David Epstein,51,9,1.048
Filip Nilsen,58,9,1.05
Dominic Lumsden,55,9,1.044
Kristian Muggerud,64,9,1.065
Andy Gong,40,9,1.042
Leyan Lo,48,9,1.043
Samuel Simko,68,9,1.051
