Rank,Name,Country,Average
1265,Egdar Castillo,Panama,540.63
1266,Isaac Myers,USA,540.63
1267,Amogh Adluri,USA,540.65
1268,Aaron LoPrete,USA,540.68
1269,Guillermo Conde Gil,Spain,540.75
1270,Will Belote,USA,540.9
1271,Shao-Yu Hu (胡紹宇),Taiwan,540.96
1272,Jackson DeVico,USA,540.99
1273,Haijun Tan (谭海俊),China,541.04
1274,Jose Antonio Campero Morales,Bolivia,541.07
1275,Luca Stalpers,Netherlands,541.09
1276,Milton Alexis Tamez Aleman,Mexico,541.28
1277,Maximilian Hartl,Germany,541.31
1278,João Guilherme Barejan Maiale,Brazil,541.34
1279,Moez Boussarsar,Tunisia,541.74
1280,Kobe Balin,USA,541.75
1281,Jose Ortiz Jr.,USA,541.78
1282,Joey Stahl,USA,541.88
1283,Xinyu Li (李欣宇),China,541.9
1284,Jianrong Chen (陈健荣),China,541.91
1285,Wenjun Wang (王文军),China,542.04
1286,Wei Yuen Teh,Malaysia,542.06
1287,Wouter Komduur,Netherlands,542.07
1288,Alexander Mutch,Canada,542.12
1289,Muhammad Badruddin,Indonesia,542.15
1290,Shangzhen Liu (刘尚振),China,542.28
1291,Carolina Guidetti,Italy,542.37
1292,Matthias Schegers,Belgium,542.42
1293,Vincentiu Tarsoaga,Romania,542.5
1294,Max Chan,USA,542.53
1295,Guan Ying Chen (陳冠穎),Taiwan,542.63
1296,Léo Francoeur,Canada,542.67
1297,Ben Yu,USA,542.67
1298,Micah Walker,USA,542.79
1299,Krzysztof Natusiewicz,Poland,542.82
1300,Gaspard Leleux,France,542.87
1301,Shantanu Modak,Singapore,542.91
1302,Hongtu Gu (古宏图),China,542.96
1303,Sanzhar Beisembayev,USA,543.0
1304,Marcel Ručigaj,Slovenia,543.11
1305,Yuhao Deng (邓宇豪),China,543.2
1306,Javier Portillo,El Salvador,543.62
1307,Will Chaplin,United Kingdom,543.71
1308,Victor Tang Yao Jun (湯曜駿),Hong Kong,543.91
1309,Zhangyuan He (何章元),China,544.04
1310,Ordway Persyn,USA,544.12
1311,Arnold Yeung Chun Hei (楊駿希),Hong Kong,544.13
1312,Luke Griesser,USA,544.18
1313,Victor Colin,France,544.19
1314,Alessandro Nicolì,Italy,544.29
1315,Anton Forsell,Sweden,544.29
1316,Jonathan Pugsley,United Kingdom,544.55
1317,Bowen Deng (邓博文),China,544.81
1318,Alexander Cohen,USA,544.9
1319,Jak Fernando Essau Morales Garcia,Guatemala,545.0
1320,Yaroslav Ivanashev,Russia,545.02
1321,Jay Lewis,USA,545.06
1322,Lorenzo Bellocci,Italy,545.09
1323,Piero Alessandro Laguna Obregon,Peru,545.43
1324,Yan Xuan (宣炎),China,545.69
1325,Håkon Fredriksen,Norway,545.78
1326,Adolfo Ortega Tecuapacho,Mexico,545.95
1327,Jareth Soong,Singapore,545.96
1328,Yifan Wang (王逸帆),China,546.08
1329,Wesley Miller,USA,546.31
1330,Ricardo Zapata Cruz,Venezuela,546.44
1331,Carlos Quispe Cantorin,Peru,546.54
1332,Phạm Đức Phước,Vietnam,546.62
1333,Sheng Foon Kin,Malaysia,546.79
1334,Diego Barrera,Chile,546.81
1335,Patricky Albani de Souza,Brazil,546.87
1336,Yuxuan Song (宋宇轩),China,546.95
1337,Zihan Mu (穆子晗),China,547.02
1338,Kaidrich Keolo Pobre,Philippines,547.12
1339,Hua-Ting Lee (李華庭),Taiwan,547.34
1340,Wouter Kregting,Netherlands,547.35
1341,Ming Zheng (郑鸣),China,547.46
1342,Zhenyang Shao (邵振洋),China,547.47
1343,Jonathan Truchot,USA,547.51
1344,Philipp Danileiko,Finland,547.52
1345,Cameron Jones,United Kingdom,547.53
1346,Calix Tang,USA,547.55
1347,Ian Nanney,USA,547.55
1348,Gustavo Maysonnave Franck,Brazil,547.67
1349,Eric Pesci,USA,547.71
1350,Shinichiro Sato (佐藤真一郎),Japan,547.74
1351,Michael Kevin Astudillo Muñoz,Ecuador,547.8
1352,Wei Wang (王炜),China,547.87
1353,Juan Bernardo Mora Alonso,Mexico,547.91
1354,Hao-Zheng Lin (林浩正),Taiwan,548.13
1355,Jacob Keener,USA,548.15
1356,Yevheniia Melnykova (Євгенія Мельникова),Ukraine,548.31
1357,Simone Cantarelli,Italy,548.37
1358,Parker Trager,USA,548.44
1359,Ryosuke Higo (肥後亮佑),Japan,548.45
1360,Shuangbin Feng (冯爽彬),China,548.54
1361,Edward Nutter,United Kingdom,548.58
1362,Jacob Levine,USA,548.59
1363,Gaojian Pan (潘高健),China,548.65
1364,Nan Zhang (张楠),China,548.77
1365,Miguel Alejandro Blanco Ríos,Mexico,549.19
1366,Szymon Mazur,Poland,549.26
1367,Josh Bloch,USA,549.29
1368,Jackson Taylor,USA,549.53
1369,Artyom Sermyazhko,Belarus,549.53
1370,Chen Kee Hong (曾纪宏),Malaysia,549.64
1371,Jakob Kogler,Austria,549.7
1372,Philipp Roth,Germany,549.71
1373,Diasbek Zhuraev (Диасбек Жураев),Kazakhstan,549.72
1374,Fritz Löhr,Germany,549.81
1375,Jarry Tapia Vasquez,Peru,549.83
1376,Aurelien Souchet (高凡),France,549.92
1377,Oscar Watson,Australia,550.03
1378,Jan Smarschevski,Germany,550.04
1379,Key Yu Wan,Brazil,550.63
1380,Ryan Peh (白凯明),Singapore,550.64
1381,Dan Pastushkov,USA,550.7
1382,Abel Jesús Angeles Rodríguez,Peru,550.72
1383,AJ Blair,USA,550.88
1384,James Donahue,USA,550.88
1385,Daniel Yang,USA,550.99
1386,Andrew Strickland,USA,551.05
1387,Bintang Kurnia Putra,Indonesia,551.09
1388,Govend Avgerinos Djangoi,Sweden,551.12
1389,Sean Cutshaw,USA,551.13
1390,Chenyang He (何晨阳),China,551.16
1391,Edric Sachio,Indonesia,551.24
1392,Zijia Feng (冯子甲),China,551.25
1393,Myles Casanas,USA,551.3
1394,Long Zhou (周隆),China,551.4
1395,Rūdolfs Vīnkalns,Latvia,551.42
1396,Tommy Szeliga,USA,551.59
1397,Chunhao Liu (柳春浩),China,551.68
1398,Chew Yun Sheng,Malaysia,551.7
1399,Jin Ho Seo (서진호),Korea,551.71
1400,Bingqing Xiong (熊柄清),China,551.98
1401,Nurym Kudaibergen,Kazakhstan,551.98
1402,Daniel Waldo,Mexico,552.08
1403,Marco Ho Lok Man (何絡民),Hong Kong,552.14
1404,Lukas Pohořelický,Czech Republic,552.21
1405,Jiashun Wu (吴嘉顺),China,552.72
1406,Anderson Ortegón Gómez,Colombia,552.81
1407,Tairan Zhong (钟泰然),China,553.0
1408,Zerui Wu (吴泽锐),China,553.1
1409,Jostin Alvarez,Costa Rica,554.11
1410,Shihao Ou (欧世浩),China,554.21
1411,Amelie Dieterich,Germany,554.31
1412,Stanley Ou,USA,554.45
1413,Naglis Peciulis,Lithuania,554.48
1414,Austin Reed,USA,554.57
1415,Kevin Sulser,Switzerland,554.71
1416,Pablo Aguilar Dominguez,Spain,554.75
1417,James Gonsalves,India,554.8
1418,Brendan White,USA,554.88
1419,Dmitry Matthew Yaquinto,Russia,555.04
1420,Đỗ Duy Dương,Vietnam,555.05
1421,Jonathan Tilahun,USA,555.06
1422,Daniel Yosef,Israel,555.07
1423,Shane David,USA,555.18
1424,Darcy Way,Australia,555.33
1425,Mauro Daniel Basurto Chavez,Mexico,555.38
1426,Alexander Karlov,Sweden,555.43
1427,Feng Liang (梁锋),China,555.52
1428,Teo Kai Xiang,Singapore,555.6
1429,Anatoly Kim,Belarus,555.64
1430,Jichen Zha (查吉辰),China,555.64
1431,Alex Davani,USA,555.67
1432,Michael Fisher,Canada,555.67
1433,Fredrik Trondhjem,Denmark,555.78
1434,Dereck Estrada,Ecuador,555.8
1435,Jiun-Ze Chen (陳鈞澤),Taiwan,555.8
1436,Kevin Aldair Velázquez Vargas,Mexico,555.83
1437,Juliusz Czakon,Poland,555.92
1438,Nicolás Lasso Peña,Colombia,555.96
1439,Ronald Fernando Remuzgo Salazar,Peru,556.75
1440,Alexandre Ravel,USA,557.02
1441,Juan Pablo Mendez Martinez,Guatemala,557.03
1442,Natalia Sosa,Guatemala,557.14
1443,Alejandro Arteaga Mejia,Mexico,557.15
1444,Tom Nelson,New Zealand,557.28
1445,Nicolas Gonzalez Hernandez,Mexico,557.3
1446,Carlos Garcia,USA,557.32
1447,Abraham Arcila Soraluz,Peru,557.35
1448,Simon Blanchard,France,557.51
1449,Javier Tovar Castro,Spain,557.57
1450,Robbie Stevenson,USA,557.6
1451,Maja von Borstel,Germany,557.68
1452,José Garrido,Chile,557.8
1453,Pranav Prabhu,India,558.0
1454,Chao Ma (马超),China,558.05
1455,Aamir Saifee,India,558.19
1456,Wei-Chen Hsieh (謝維宸),Taiwan,558.26
1457,Akezhan Askar (Акежан Аскар),Kazakhstan,558.29
1458,William Holloway,Australia,558.37
1459,Joshua Eom,USA,558.39
1460,Qingwei Kong (孔庆玮),China,558.42
1461,Caleb Salcedo Rivera,Ecuador,558.42
1462,Daniel Gracia Ortiz,Spain,558.44
1463,Carl Joshua Garcia,Philippines,558.5
1464,Daniel Porter,USA,558.59
1465,Yaroslav Usmanov (Ярослав Усманов),Kazakhstan,558.67
1466,Sebastian Owieczko,Poland,558.67
1467,Zhijie Yin (尹智杰),China,558.74
1468,Tim Reynolds,USA,558.8
1469,Lijiaqi Zhang (张李佳琦),China,558.8
1470,Michal Vasko,Slovakia,559.09
1471,Andrea Ara,Costa Rica,559.12
1472,Lianghui Li (李亮辉),China,559.17
1473,Lukas Lange,Germany,559.23
1474,Dániel Székely,Hungary,559.29
1475,Matthew Shay,USA,559.41
1476,Dominik Fürer,Switzerland,559.64
1477,Rodson Lingad,Philippines,559.79
1478,Tom Smith,USA,559.93
1479,Łukasz Dubicki,Poland,559.96
1480,Pedro Luis Mamani Suclla,Peru,559.99
1481,Fayyadh Aunilbarr,Indonesia,560.08
1482,Yizhi Wang (王易知),China,560.16
1483,Chris Brotzman,USA,560.31
1484,Luke Heath-Edwards,New Zealand,560.34
1485,Yannic Waser,Switzerland,560.47
1486,Tim Schädel,Germany,560.47
1487,Chong Feng (冯崇),China,560.72
1488,Nicolas Gertner,France,560.74
1489,Darren Siew Ee Yaang (蕭奕暘),Malaysia,560.82
1490,Xinwei Zhou (周欣伟),China,560.96
1491,Marco Giraud,France,561.07
1492,Jaime Andrés Escobar Chan,Guatemala,561.24
1493,Santiago Ramírez Jiménez,Colombia,561.24
1494,Alex Taylor,New Zealand,561.32
1495,Francisco Alonso,Uruguay,561.39
1496,Dylan Seah Tze Siang,Singapore,561.43
1497,Shin June Cheol (신준철),Korea,561.44
1498,Michael Nielsen,USA,561.52
1499,Aniket Das,India,561.6
1500,Matthew Bidwell,USA,561.65
1501,David Remolina Amórtegui,Colombia,561.67
1502,Mateo Rodríguez,Uruguay,561.73
1503,Ethan Pan,New Zealand,561.74
1504,Olander Rafael Hernández Morales,Guatemala,562.04
1505,James Golding,United Kingdom,562.12
1506,Pengkai Fang (方鹏凯),China,562.17
1507,Otto Normanns,Guatemala,562.21
1508,Yue Shen (申粤),China,562.22
1509,Andre Louis Ang Wei Ming,Malaysia,562.22
1510,Lennon Hughes,Australia,562.27
1511,Nikita Gamolin,Russia,562.48
1512,Jose Smith Caldas Reyes,Peru,562.53
1513,Samuel Martinez Sanchez,Colombia,562.56
1514,Jingqi Ou (欧靖祺),China,562.76
1515,Phan Tu Nghi,Vietnam,562.82
1516,Leonid Palchenko (Леонід Пальченко),Ukraine,562.86
1517,Dingneng Deng (邓定能),China,562.94
1518,Zhibo Jin (金智博),China,562.98
1519,Adriano Matoba Lipski,Brazil,562.98
1520,Mason Witt,USA,563.22
1521,Auel Yakubu,Germany,563.28
1522,Dylan Vaskevicius,Canada,563.41
1523,Daniel Martinez Alba,Mexico,563.43
1524,Dmitry Dergunov,Russia,563.5
1525,Jonathan Gerardo Hernandez Cruz,Mexico,563.54
1526,Arthur Wallem,Belgium,563.57
1527,Bo-Yu Lin (林柏佑),Taiwan,563.83
1528,David Angel Gonzalez Hidalgo,Mexico,563.86
1529,Kamil Fiedoruk,Poland,563.88
1530,Zhihao Jia (贾志豪),China,564.08
1531,Maggie Jordan,USA,564.26
1532,Wilfrid Py,France,564.45
1533,Viktor Finogenov,Russia,564.53
1534,Bokang Peng (彭博康),China,564.55
1535,Yiyun Chen (陈毅昀),China,564.57
1536,Brennen Lin,Canada,564.64
1537,Yusuf Ragab,USA,564.66
1538,Álvaro Rojas,Bolivia,564.68
1539,Nguyễn Đức Tài,Vietnam,564.89
1540,Matěj Mužátko,Czech Republic,564.97
1541,Einar Kvam Lundberg,Norway,564.97
1542,Ryo Ito (伊藤崚),Japan,565.17
1543,Jin Yang (杨晋),China,565.17
1544,Anang Hariyanto Nurhadi,Indonesia,565.27
1545,Ling Qin (秦岭),China,565.4
1546,Balázs Bernát,Hungary,565.48
1547,Jacob Oliver Bruun,Norway,565.69
1548,Eduard Esteban García Domínguez,Colombia,565.81
1549,Yunhao Zhao (招蕴豪),China,565.82
1550,Paweł Duraj,Poland,565.84
1551,Mingzhi Da (达明志),China,565.91
1552,Alexander de Blois,Spain,566.0
1553,Rick Hamburger,Netherlands,566.22
1554,Luis Sinhue Medina Salas,Mexico,566.24
1555,Ting-Guang Chang (張廷光),Taiwan,566.28
1556,Nicos Ahlgrimm,Germany,566.35
1557,Daniël Kassab,Netherlands,566.38
1558,Adrián Martínez Macías,Spain,566.42
1559,Qiuhao Qian (潜秋豪),China,566.42
1560,Luca Rizzi,Switzerland,566.43
1561,Iñaki Calderón Contreras,Mexico,566.47
1562,Caleb Clark,Australia,566.5
1563,Calvin Nielson,USA,566.59
1564,Brayan Orlando Gómez Gonzáles,Colombia,566.62
1565,Vadym Perestiuk (Вадим Перестюк),Ukraine,566.95
1566,Joe Yang,USA,566.98
1567,Ruimin Yan (颜瑞民),China,567.11
1568,Ivaylo Ivaylov Vichev,Bulgaria,567.27
1569,Daniel Quach,New Zealand,567.43
1570,Caleb Hall,New Zealand,567.45
1571,Maksym Oliynyk,Ukraine,567.65
1572,Nikita Popkov,Russia,567.88
1573,Brock Hamann,Australia,568.01
1574,Ian Bourn,USA,568.04
1575,Abraham Torres Ortíz Aguirre,Mexico,568.31
1576,Jakub Kipa,Poland,568.48
1577,Elijah Brown,USA,568.52
1578,Weiwen Zhang (章巍玟),China,568.57
1579,Benjamín González Camus,Chile,568.59
1580,Angel de Jesús Cruz Fonseca,Mexico,568.62
1581,Hill Pong Yong Feng,Malaysia,568.69
1582,Artur Rzegost,Poland,568.76
1583,Yunhao Lou (娄云皓),China,568.83
1584,Yuguang Deng (邓宇光),China,568.88
1585,Waris Ali,USA,569.01
1586,Annika Stein,Germany,569.24
1587,Riley Norrid,USA,569.25
1588,Bryson Azzopardi,Australia,569.28
1589,Ethan Littlejohn,USA,569.32
1590,Carlos Emiliano Esquivel Badillo,Mexico,569.35
1591,Ziyue Chen (陈子悦),China,569.6
1592,Pavel Eroshkin (Павел Ерошкин),Russia,569.67
1593,Michael Young,USA,569.67
1594,Yuzhuo Zheng (郑钰卓),China,569.8
1595,Kevin Wilson,USA,569.84
1596,Juan David Quiñones,Colombia,570.09
1597,Ishaan Nimish Hadkar,India,570.19
1598,Diego Alejandro Casas Jimenez,Colombia,570.21
1599,Xiaojie Jiang (蒋孝杰),China,570.3
1600,Tim Möller,Germany,570.4
1601,Kamil Zieliński,Poland,570.45
1602,Krzysztof Rożałowski,Poland,570.55
1603,Gabriel Ignacio Fernández Albarracin,Chile,570.87
1604,Xiaowei Wang (王晓伟),China,570.91
1605,Conor Cronin,South Africa,571.1
1606,Jiong Zhou (周炯),China,571.19
1607,Muhammad Syahmi,Malaysia,571.34
1608,Esteban Elías González Méndez,Mexico,571.55
1609,Jesper Nilsson,Sweden,571.67
1610,Zhifeng Lin (林志锋),China,571.69
1611,Mahir Israfilov,Azerbaijan,571.7
1612,Juan Emiliano Juárez Pacheco,Mexico,571.81
1613,Leon Achata,Peru,571.83
1614,Shenghai Fang (方胜海),China,572.16
1615,Carter Thomas,USA,572.18
1616,Evgeniy Kabanov,Russia,572.25
1617,Charlie Stark,United Kingdom,572.42
1618,Walter Felix,Peru,572.48
1619,Victor Rafael Ortiz Villaseñor,Mexico,572.56
1620,Ivan Micieli,Italy,572.83
1621,Bernardo Zakur Corrêa Santos,Brazil,572.97
1622,Siah Yee Long,Singapore,573.03
1623,Bas Verseveldt,Netherlands,573.12
1624,Farid Brazales Flores,Ecuador,573.29
1625,Adam Chodyniecki,Poland,573.39
1626,Iurii Chesnokov (Юрий Чесноков),Russia,573.49
1627,Ryouichi Ibaraki (茨木亮一),Japan,573.55
1628,Yanze Shi (石焱泽),China,573.55
1629,Haluk Ulkusal,Romania,573.66
1630,Marco Manno,Italy,573.67
1631,Ethan Horspool,United Kingdom,573.72
1632,Mihai Căpăţinescu,Romania,573.8
1633,Luis David Hernández Mejía,Honduras,573.95
1634,Jitao Zhu (朱继涛),China,573.99
1635,Ao Nogami (野上碧),Japan,574.05
1636,Yubo Ji (纪宇博),China,574.11
1637,Ben Ridley,United Kingdom,574.21
1638,Haibo Sui (隋海波),China,574.28
1639,Anders Berggren,Sweden,574.43
1640,Mukund Karthik,New Zealand,574.48
1641,Rahul Singh,India,574.68
1642,Yanqing Fang (方彦卿),China,574.91
1643,Yong Liu (刘勇),China,574.95
1644,Elizabeth Cutting,USA,575.03
1645,Stian Nystad Østli,Norway,575.06
1646,Jacky Koo Chun Ki (顧俊祺),Hong Kong,575.18
1647,Goh Teng Loong,Singapore,575.25
1648,Muchammad Daniyal Kautsar,Indonesia,575.26
1649,Jesse Hartnett,USA,575.42
1650,Aleksandar Dukleski,North Macedonia,575.49
1651,Yonghao Xu (徐永浩),China,575.58
1652,Zongwen Mu (牟宗文),China,575.61
1653,Daniel Lucas Dailo,USA,575.68
1654,David Arzamastsev,Russia,575.69
1655,Bertie Longden,United Kingdom,575.82
1656,Xiaoyin Guo (郭啸寅),China,575.87
1657,Zeyu Ma (马泽余),China,575.96
1658,Rafael Rodriguez Santana,Spain,575.96
1659,Caiqing Tang (汤才庆),China,576.05
1660,Alvin Liantoro Ramli,Indonesia,576.09
1661,Kim Dong-Young (김동영),Korea,576.09
1662,Nicolas Birkenstock,Germany,576.16
1663,Nick Stoker,USA,576.16
1664,Justin He,Australia,576.4
1665,Hsuan Chang (張璿),Taiwan,576.56
1666,Jack Doyle,USA,576.69
1667,Vitaliy Sheshko,Belarus,576.8
1668,Setya Hadi,Indonesia,576.86
1669,Ang Chin Zhen (洪靖程),Malaysia,576.92
1670,Garrett Hadaway,USA,576.99
1671,Adam Tran,USA,577.03
1672,Marco Yang,Canada,577.05
1673,Daniel Fraser,New Zealand,577.16
1674,Shi-Xun Qiu (邱世勳),Taiwan,577.17
1675,Eduardo González Parra,Mexico,577.18
1676,Sutep Nopnatee (สุเทพ นภนที),Thailand,577.19
1677,Leo Högh,Sweden,577.32
1678,You Wu (吴悠),China,577.39
1679,Diego Trujeque,Mexico,577.74
1680,Jesús Jorge García López,Mexico,577.84
1681,Jose Nicolas Rojas,Colombia,577.85
1682,Te Wu (邬特),China,577.97
1683,Israel Springer,Italy,578.01
1684,Sören Jaan Handschuch,Germany,578.03
1685,Jānis Zirnis,Latvia,578.18
1686,Pavan Ravindra,USA,578.34
1687,Samuel Brenner,USA,578.34
1688,Jin Young Kim (김진영),Korea,578.61
1689,Justus Danielsen,USA,578.72
1690,Ziyu Shang (尚子煜),China,578.74
1691,Dorian Stein,Germany,578.86
1692,Zhen Tang (唐镇),China,578.96
1693,Yunhui Shi (石蕴辉),China,579.03
1694,Fred Lang,United Kingdom,579.11
1695,Xiao Hu (胡霄),China,579.12
1696,Amir Reza Zargar Javaheri (امیر رضا زرگر جواهری),Iran,579.13
1697,Sergey Chirin,Russia,579.14
1698,Pablo Grasböck,Austria,579.17
1699,Cyril Barigand,Belgium,579.18
1700,Jang Seok Won (장석원),Korea,579.48
1701,Sebastian Pretzsch,Germany,579.53
1702,Eli Hawkins,USA,579.57
1703,Raúl Martínez Redondo,Spain,579.66
1704,Brandon Harris,New Zealand,579.67
1705,Diego Antonio Avila Pino,Chile,579.74
1706,Anderson Rojas,Peru,579.88
1707,Julious Johnican,USA,579.96
1708,Jacob Caine,United Kingdom,579.99
1709,Staš Zupanc,Slovenia,580.06
1710,Samuel Ignacio Rozo Alvarez,Colombia,580.06
1711,Rituraj Sohoni,India,580.11
1712,Yuanxing Gao (高元兴),China,580.28
1713,Jakub Sokołowski,Poland,580.58
1714,Tyler Williams,Australia,580.68
1715,Justin Abad,USA,580.84
1716,Christian de Sena Fortunato,Brazil,580.87
1717,Kyle Van Straaten,Canada,580.93
1718,Laura Mellier,Switzerland,581.03
1719,Noah Pihlstrand,Sweden,581.12
1720,Bennett Bamsey,USA,581.13
1721,David Mortenson,USA,581.17
1722,Brandon Lin,USA,581.17
1723,Chan Chun Hang (陳浚鏗),Hong Kong,581.2
1724,Baocheng Wu (吴宝城),China,581.33
1725,Charles Jerome,USA,581.35
1726,Evgeniy Mazhara,Russia,581.36
1727,Joy Liou Liu (刘丽欧),China,581.53
1728,Armando Dian,Malaysia,581.57
1729,Guozheng Xu (徐国正),China,581.72
1730,Mikhail Ivashechkin,Russia,582.07
1731,Santiago Medina Guzmán,Mexico,582.18
1732,Damir Zhanataev (Дамир Жанатаев),Kazakhstan,582.23
1733,Zhantong Xia (夏占通),China,582.31
1734,Shuailong Chen (陈帅龙),China,582.38
1735,Taosif Amin Sahil,Bangladesh,582.63
1736,Max Hahnbück,Germany,582.67
1737,Filip Kleczewski,Poland,582.73
1738,Nikolay Vasilyev,Russia,582.84
1739,Bojun Hu (胡博钧),China,582.97
1740,Raymundo Alejandro Garza Cruz,Mexico,583.03
1741,Muhammad Arsyad Maulana,Indonesia,583.04
1742,Mathieu Preston,Canada,583.16
1743,Gil Kochbeck,Germany,583.26
1744,Raymond Wang,USA,583.34
1745,Thomas Kohann,USA,583.52
1746,Choi Goho (최고호),Korea,583.57
1747,Freddy Fernández Córdova,Peru,583.64
1748,Terrence B. Duenas,USA,583.74
1749,Zhanaidar Uzakov (Жанайдар Узаков),Kazakhstan,583.76
1750,Derek Sears,USA,583.76
1751,Junyue Liu (刘俊越),China,583.77
1752,Sergio Bulux,Guatemala,583.8
1753,Bo Chou (周勃),China,583.84
1754,Benjamin D. Millikan,USA,583.85
1755,Shilan Wang (王石蓝),China,583.99
1756,Jakob Fiechter,Austria,584.35
1757,Bruno Vervoort,Belgium,584.51
1758,Seth Talbot,USA,584.57
1759,Nithin Babu,India,584.61
1760,Anders Barhaugen,Norway,584.72
1761,Preston Duke,USA,584.82
1762,Michael Tripodi,Australia,584.84
1763,Martin Brath,Germany,584.86
1764,Lau Yi En James,Singapore,584.93
1765,Gage Coon,USA,585.21
1766,Nathaniel Khalinsky,Australia,585.24
1767,Kasper Jansson,USA,585.26
1768,Vittorio Maria Perucatti,Italy,585.28
1769,Shubham Kumar,India,585.36
1770,Hengsheng Dai (戴恒盛),China,585.52
1771,Diego Zeballos,Bolivia,585.62
1772,Le Chen (陈乐),China,585.75
1773,Maxen Morrison,Canada,585.8
1774,Rostyslav Litvinov (Ростислав Літвінов),Ukraine,585.82
1775,Ben Thomas Campbell,United Kingdom,585.91
1776,Yonghua Xie (解永华),China,586.04
1777,Roman Povolotskii,Russia,586.3
1778,Ant Irizarry,USA,586.36
1779,Sam van Vliet,Australia,586.48
1780,Kit Clement,USA,586.5
1781,Chenhao Ma (马晨皓),China,586.77
1782,Gang Yong-Jin,Korea,586.85
1783,Kevin Estefano Coayla Vargas,Peru,586.86
1784,Lachlan Stephens,Australia,586.92
1785,Jonathan Soo Min-Kit,Malaysia,587.09
1786,Ryan Michael Breen,USA,587.29
1787,Cole Campbell,New Zealand,587.32
1788,Peter Preston,USA,587.51
1789,Samuel Fang,USA,587.53
1790,Bair Bembeev (Баир Бембеев),Russia,587.76
1791,Ryan Pin Harry,Canada,587.8
1792,Anthony Lauro,USA,588.0
1793,Linxuan Zeng (曾霖煊),China,588.03
1794,Ava Monello,USA,588.2
1795,Oleg Liven,Russia,588.28
1796,Yiding Zhao (赵一丁),China,588.47
1797,Joseph Williams,United Kingdom,588.5
1798,Emil Khalimov,Russia,588.59
1799,Noah Haaning Jensen,Denmark,588.64
1800,Ivan Miletić,Serbia,588.66
1801,Denis Kalyakin,Russia,588.7
1802,Mengyu Duan (段梦雨),China,588.81
1803,Jungwoo Kim (김정우),Korea,588.82
1804,Parker Powell,USA,589.1
1805,Matthew Sheerin,United Kingdom,589.11
1806,Aneurin Hunt,New Zealand,589.28
1807,Evan Wright,USA,589.51
1808,Lihan Fei (费立涵),China,589.52
1809,Michael Eleftheriades,Cyprus,589.58
1810,Minhyun Kim (김민현),Korea,589.83
1811,Aiden Bartlett,USA,589.87
1812,Rodrigo Cabezas,Chile,590.04
1813,Pilan Scruggs,USA,590.22
1814,Rhys Lloyd,Australia,590.46
1815,Aset Agabekov (Асет Агабеков),Kazakhstan,590.68
1816,Damien Barquilla,Philippines,590.87
1817,Nico Wrodarczyk,Germany,590.97
1818,John Gaynor,USA,591.01
1819,Calvin Sall,USA,591.17
1820,Liudi Sun (孙柳笛),China,591.33
1821,Andrea Natale,Italy,591.42
1822,Renzo Rodriguez Moreno,Colombia,591.44
1823,Elyas Eyou,New Zealand,591.5
1824,Gabriel Barrios,Guatemala,591.58
1825,Worapat Charoensuk (วรปรัชญ์ เจริญสุข),Thailand,591.67
1826,Jannik Gartmann,Liechtenstein,591.87
1827,Jack O'Mahony,Australia,592.46
1828,Jin-Yu Lin (林進裕),Taiwan,592.63
1829,Kacper Wybrański,Poland,592.65
1830,Raghav Reddy,USA,592.69
1831,Sebastian Nowicki,Poland,592.72
1832,Zhengkai Xu (徐正凯),China,592.84
1833,Diego Sebastian Tilleria Beltrán,Chile,592.88
1834,Khâu Bảo Thành,Vietnam,592.99
1835,James Macdiarmid,New Zealand,593.18
1836,Sergey Shmakov,Russia,593.19
1837,Eddy Deturche,France,593.24
1838,Shangtong Fu (傅上桐),China,593.34
1839,Velidi Venkata Jagan Mohana Murali Krishna,India,593.39
1840,Zesheng Li (李泽生),China,593.45
1841,Pang Pak Hin (彭栢軒),Hong Kong,593.49
1842,Jerry Hwang,Korea,593.49
1843,Ming Rao (饶铭),China,593.52
1844,Juan Camilo Vargas,Colombia,593.63
1845,José David Castiblanco Marin,Colombia,594.02
1846,Xingqi Chen (陈星奇),China,594.07
1847,Rok Glinšek,Slovenia,594.24
1848,Jacob Posner,USA,594.3
1849,Markus Kasparofsky,Germany,594.41
1850,Ernest Seroczyński,Poland,594.43
1851,Giuseppe Pappalardo,Italy,594.66
1852,Nate Mochrie,New Zealand,594.66
1853,Arvin Tang,USA,595.0
1854,Danil Zuev (Данил Зуев),Russia,595.19
1855,Matthew Flay,Australia,595.42
1856,Buddhi Setia Darma,Indonesia,595.45
1857,Zeyu Hu (胡泽宇),China,595.51
1858,Xingyu Bai (白星宇),China,595.65
1859,Jinxuan Wu (吴金炫),China,595.67
1860,Honghao Zha (查泓昊),China,595.71
1861,Jiacheng Xu (徐嘉诚),China,595.76
1862,Lee Zhi Xuan,Malaysia,595.81
1863,Miles C. Gutierrez,Philippines,596.23
1864,Zi-Qiang Hong (洪子強),Taiwan,596.26
1865,Alejandro Gallar Caballero,Spain,596.27
1866,Elmo Tiitola,Finland,596.31
1867,Valentin Havlovec,Austria,596.4
1868,Rubén López de Juan,Spain,596.41
1869,Nicholas Daneshvari,USA,596.45
1870,Zhe Wang (王哲),China,596.5
1871,Iván Pérez,Chile,596.54
1872,Ethan Basanov,Canada,596.58
1873,David Petru Ciubuc,Romania,596.66
1874,Juan Pablo Suárez Narváez,Ecuador,596.82
